"#### EXPORT DONNEES METEO POUR ""NANTERRE"" (LAT/LON: 48.892423/2.215331)",,,,,,,,,,,,,,,,,,,,,
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE,,,,,,,,,,,,,,,,,,,,,
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt,,,,,,,,,,,,,,,,,,,,,
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
8/13/10,22,0,11,13,21,17,0,85,7.75,1018,38.5,24,12,11,116,113,116,0,3,14.5,météo favorable
8/14/10,21,0,10,13,21,19,0,85,7.75,1018,64.375,24,12,13,119,119,116,0,2,11.3,météo très défavorable
8/15/10,16,0,17,14,16,15,4.1,98,7.625,1016,83.75,16,15,13,248,119,122,0,4,9.2,météo très défavorable
8/16/10,17,0,18,12,17,16,2.6,89,7,1016,81.75,17,13,13,122,119,119,0,3,10.2,météo très défavorable
8/17/10,17,0,14,14,16,16,0,95,7.75,1016,75.625,17,15,14,248,122,119,0,4,10.2,météo très défavorable
8/18/10,20,0,15,15,20,17,0.4,83,7.625,1013,62.625,20,15,12,248,119,116,0,3,13.4,météo très défavorable
8/19/10,23,0,10,12,23,20,0,85,8,1016,6.25,25,16,17,113,113,113,0,3,14.5,météo favorable
8/20/10,28,0,13,16,28,24,0,79,10,1021,6.625,29,17,19,113,113,113,0,4,11.6,météo favorable
8/21/10,29,0,11,18,28,23,0,75,10,1024,4,32,19,22,113,113,113,0,5,11.6,météo favorable
8/22/10,28,0,11,20,28,24,0.2,70,9.5,1021,33.125,30,18,21,113,200,116,0,4,11.6,météo très défavorable
8/23/10,22,0,21,19,22,20,1.2,97,10,1009,71.625,25,19,17,116,119,116,0,4,9.3,météo très défavorable
8/24/10,20,0,17,12,20,17,0,78,6.5,1017,54.75,20,15,13,248,116,113,0,3,10.4,météo favorable
8/25/10,22,0,15,14,22,19,0,78,9,1018,54.375,24,13,17,116,116,119,0,4,9.3,météo favorable
8/26/10,27,0,18,19,27,21,0.6,96,8.75,1012,63.375,29,19,19,119,200,116,0,4,9.3,météo très défavorable
8/27/10,22,0,22,19,22,16,4.5,97,6.5,1015,78,25,19,12,248,119,122,0,4,7.9,météo très défavorable
8/28/10,19,0,15,11,19,15,0.2,83,6.125,1022,49.5,20,12,11,248,116,113,0,3,11.6,météo favorable
8/29/10,19,0,22,11,19,15,0.4,91,6.625,1021,59.875,19,12,11,143,119,119,0,3,9.1,météo très défavorable
8/30/10,17,0,19,9,16,14,0,96,5.75,1024,46.75,17,12,10,143,119,113,0,2,10.4,météo très défavorable
8/31/10,20,0,10,9,19,15,0,81,6.25,1025,40.125,24,11,12,248,113,113,0,2,11.6,météo favorable
9/1/10,20,0,13,10,20,16,0,87,10,1022,3,21,12,13,113,113,113,0,3,11.6,météo favorable
9/2/10,22,0,14,11,22,18,0,87,8,1019,12.875,25,14,14,113,113,113,0,3,11.6,météo favorable
9/3/10,22,0,11,11,22,17,0,84,6.5,1020,29.125,26,14,15,143,113,113,0,3,11.6,météo favorable
9/4/10,22,0,10,11,22,17,0,85,6.75,1020,27.875,25,13,14,143,113,116,0,3,11.6,météo favorable
9/5/10,23,0,12,11,23,18,0,65,8,1020,12,25,12,16,113,113,113,0,3,11.6,météo favorable
9/6/10,22,0,15,12,19,18,1.2,96,9.875,1016,41.875,25,16,17,113,119,200,0,4,10.3,météo très défavorable
9/7/10,21,0,11,14,21,16,0,98,5.25,1004,62,24,15,14,143,113,113,0,3,10.3,météo très défavorable
9/8/10,17,0,15,13,15,14,1.9,96,5.125,1010,81.25,17,15,12,248,122,116,0,3,7.8,météo très défavorable
9/9/10,20,0,13,11,20,14,0.1,97,4.25,1021,46.125,21,15,13,248,113,143,0,2,11.6,météo favorable
9/10/10,21,0,10,11,21,16,0,87,6.25,1024,52.5,24,14,15,248,116,113,0,3,11.6,météo favorable
9/11/10,24,0,10,13,24,17,0,88,9,1020,16.375,25,15,15,113,116,113,0,3,11.6,météo favorable
9/12/10,20,0,18,14,20,15,0,96,7.75,1026,30.75,24,14,11,248,113,113,0,4,10.3,météo favorable
9/13/10,20,0,10,10,20,15,0,80,6.25,1029,51.125,21,13,13,248,113,116,0,2,11.6,météo favorable
9/14/10,22,0,17,12,21,17,0,72,10,1027,31.875,24,12,16,116,116,116,0,4,11.6,météo favorable
9/15/10,18,0,17,13,17,15,0,78,9,1017,66.75,18,13,11,143,116,119,0,4,7.7,météo très défavorable
9/16/10,19,0,16,10,19,13,0,96,9,1015,46.125,19,11,10,116,116,116,0,4,9,météo favorable
9/17/10,18,0,13,8,18,12,0,88,6.5,1019,39.5,18,10,9,248,113,113,0,2,11.6,météo favorable
9/18/10,16,0,9,5,16,10,0,90,7,1020,14.625,16,9,8,143,116,113,0,2,11.6,météo très défavorable
9/19/10,19,0,9,6,18,12,0,74,8,1021,13.625,20,7,11,113,113,113,0,2,11.6,météo favorable
9/20/10,21,0,7,9,21,11,0,87,10,1018,5.25,25,10,12,113,113,113,0,3,11.6,météo favorable
9/21/10,22,0,9,8,22,14,0,89,10,1020,4.125,25,12,13,113,113,113,0,3,11.6,météo favorable
9/22/10,24,0,8,8,24,17,0,80,10,1020,5.125,26,13,16,113,113,113,0,3,11.6,météo favorable
9/23/10,24,0,19,14,24,18,0,92,10,1016,38.125,25,15,16,113,116,119,0,4,10.2,météo favorable
9/24/10,17,0,15,12,16,12,1.2,99,7.625,1008,68.875,17,14,9,248,119,113,0,3,8.8,météo très défavorable
9/25/10,13,0,18,9,13,10,0.2,92,8.75,1015,47.625,13,11,6,119,116,116,0,3,11.6,météo très défavorable
9/26/10,13,0,19,5,13,10,0.4,99,5.75,1014,67.5,13,9,7,143,122,119,0,3,6,météo très défavorable
9/27/10,15,0,5,5,15,9,0,88,6.25,1015,64.75,16,9,7,248,116,113,0,2,11.6,météo très défavorable
9/28/10,16,0,10,7,16,13,0,97,7.75,1020,77.75,17,12,11,248,122,122,0,3,7.4,météo très défavorable
9/29/10,19,0,12,9,19,14,0,88,6.25,1019,65.625,20,12,12,248,116,119,0,2,10.2,météo très défavorable
9/30/10,17,0,12,12,16,13,0.3,88,6.5,1017,64.625,17,13,11,248,116,116,0,3,10.2,météo très défavorable
10/1/10,17,0,23,8,17,12,0,94,6.25,1015,82.375,17,12,10,248,119,122,0,2,7.3,météo très défavorable
10/2/10,19,0,19,14,19,16,0.3,94,8.75,1009,77.75,19,16,15,248,119,116,0,3,7.3,météo très défavorable
10/3/10,23,0,25,14,23,18,0.7,95,10,1005,32.625,25,16,17,113,113,122,0,5,10.2,météo favorable
10/4/10,18,0,13,15,18,15,0.3,99,4,1002,92.375,19,16,14,248,122,248,0,4,5.8,météo très défavorable
10/5/10,16,0,16,11,16,15,0.6,97,5.875,1007,92.25,16,15,12,248,122,143,0,3,5.8,météo très défavorable
10/6/10,19,0,13,13,19,14,0.2,97,5.875,1016,78.625,19,14,14,143,116,248,0,3,8.7,météo très défavorable
10/7/10,21,0,12,13,20,16,0.4,93,6.5,1018,50,25,16,16,248,113,113,0,3,10.1,météo favorable
10/8/10,21,0,10,12,20,16,0,97,4.25,1015,42.5,25,16,16,248,113,143,0,3,11.2,météo favorable
10/9/10,23,0,12,13,22,17,0,95,5.25,1015,41.5,27,19,16,248,113,113,0,3,11.1,météo favorable
10/10/10,18,0,20,11,18,13,0,77,7,1009,9.75,19,14,9,143,113,113,0,3,11.1,météo favorable
10/11/10,18,0,24,7,18,12,0,85,10,1014,0,18,8,8,113,113,113,0,3,11.1,météo favorable
10/12/10,15,0,18,5,15,10,0,88,10,1017,0,16,8,5,113,113,113,0,3,11,météo très défavorable
10/13/10,13,0,20,3,12,8,0,97,8.75,1017,22.75,14,7,5,116,113,113,0,2,11,météo très défavorable
10/14/10,14,0,17,4,13,8,0,98,7.5,1018,47,14,7,5,116,113,116,0,3,10.9,météo très défavorable
10/15/10,14,0,10,6,14,10,0.2,92,5.25,1018,70.625,15,9,9,248,113,122,0,2,10.1,météo très défavorable
10/16/10,13,0,21,8,13,8,0.5,93,7.875,1018,63.375,13,9,3,119,119,116,0,2,8.5,météo très défavorable
10/17/10,8,0,20,2,8,6,0,90,10,1025,41.875,8,4,2,116,116,116,0,2,10,météo très défavorable
10/18/10,12,0,15,1,12,9,0,89,7,1025,31.625,13,7,7,143,113,122,0,1,10,météo très défavorable
10/19/10,12,0,23,9,12,8,0.2,89,8.75,1018,76.125,12,9,5,122,116,116,0,2,8.4,météo très défavorable
10/20/10,11,0,21,6,11,5,0.2,86,10,1024,28,11,6,2,113,113,113,0,3,10.3,météo très défavorable
10/21/10,10,0,9,-2,10,4,0,63,10,1027,8.25,11,3,2,113,113,113,0,2,10.3,météo très défavorable
10/22/10,10,0,6,3,10,3,0,74,10,1024,32.5,12,1,2,116,113,113,0,2,10,météo très défavorable
10/23/10,9,0,22,3,7,8,0.2,97,9,1018,52.5,9,8,2,116,122,116,0,2,6.7,météo très défavorable
10/24/10,11,0,13,5,11,5,0,98,6.25,1018,52.75,11,7,1,248,116,113,0,2,10.2,météo très défavorable
10/25/10,11,0,19,3,11,5,0,97,7.75,1029,31.25,11,4,2,248,116,113,0,2,10.2,météo très défavorable
10/26/10,10,0,13,0,10,6,0,75,8,1030,21.75,11,3,4,113,113,116,0,1,10.1,météo très défavorable
10/27/10,13,0,14,4,13,9,0,67,10,1026,48.375,13,3,6,116,113,122,0,3,10,météo très défavorable
10/28/10,14,0,13,7,14,12,0,84,6.625,1023,41.125,15,9,9,248,113,113,0,3,10.1,météo très défavorable
10/29/10,15,0,21,6,15,12,0,83,7.5,1017,40.875,15,9,7,116,116,113,0,2,10,météo très défavorable
10/30/10,14,0,15,11,14,9,0.5,97,6.125,1004,48.25,14,11,6,248,113,113,0,3,10,météo très défavorable
10/31/10,15,0,15,9,15,11,0.1,98,3.75,1003,76,16,11,9,248,116,248,0,2,9.9,météo très défavorable
11/1/10,14,0,15,7,14,9,0,99,5.25,1017,67.25,14,9,8,248,113,248,0,2,9.9,météo très défavorable
11/2/10,13,0,18,6,12,11,0,99,5,1017,92.625,13,11,7,248,119,248,0,2,5,météo très défavorable
11/3/10,16,0,19,10,16,14,0.1,97,7.5,1021,86,16,13,10,248,116,119,0,3,6.6,météo très défavorable
11/4/10,17,0,17,14,17,14,0,89,8.75,1027,76.75,18,14,12,248,119,119,0,3,6.6,météo très défavorable
11/5/10,17,0,18,11,17,12,0,98,9,1028,54,17,12,9,116,116,143,0,3,8.3,météo très défavorable
11/6/10,12,0,19,11,12,9,0.6,97,8.375,1023,79.75,12,11,8,122,122,143,0,4,4.9,météo très défavorable
11/7/10,8,0,13,6,8,4,0.4,99,5,1009,89.75,8,8,1,248,122,248,0,2,4.9,météo très défavorable
11/8/10,5,0,28,3,3,5,1.2,100,6.125,997,89,6,6,-1,248,122,248,0,1,6.5,météo très défavorable
11/9/10,10,0,17,7,9,7,0,98,8.5,979,95.125,10,8,5,200,122,248,0,2,4.8,météo très défavorable
11/10/10,9,0,22,5,9,7,0,89,7.75,1003,63.25,9,6,3,122,116,116,0,2,9.7,météo très défavorable
11/11/10,13,0,35,2,6,13,0.5,99,8,1010,65.375,13,13,-1,119,122,122,0,1,4.8,météo très défavorable
11/12/10,14,0,30,9,12,13,0.2,98,10,1004,80.5,14,13,7,122,122,122,0,3,6.5,météo très défavorable
11/13/10,14,0,30,13,13,13,0.2,96,9,1001,98.75,14,13,10,122,122,122,0,3,4.8,météo très défavorable
11/14/10,13,0,25,12,13,10,0.5,96,8,1007,67.125,13,12,7,119,119,116,0,3,8.2,météo très défavorable
11/15/10,10,0,5,6,10,5,0,95,5.25,1018,57.875,12,8,4,248,113,116,0,2,9.1,météo très défavorable
11/16/10,10,0,6,3,10,4,0,96,4.75,1023,26.625,11,8,3,248,113,143,0,1,8.7,météo très défavorable
11/17/10,5,0,13,0,5,4,0.3,99,4.25,1017,90.75,6,4,0,248,122,143,0,1,3.4,météo très défavorable
11/18/10,7,0,13,4,7,6,0,94,5.5,1011,91,7,6,3,143,122,122,0,1,3.4,météo très défavorable
11/19/10,7,0,14,5,7,7,0,94,5.25,1015,89.25,8,6,4,248,116,143,0,2,5.2,météo très défavorable
11/20/10,10,0,18,4,10,6,0,97,6.5,1014,78.25,10,6,2,248,119,119,0,2,3.4,météo très défavorable
11/21/10,5,0,16,5,5,3,0.7,98,6.5,1008,96.875,6,5,-1,122,122,119,0,2,3.4,météo très défavorable
11/22/10,4,0,14,2,4,3,0,97,4.5,1008,91,4,3,0,248,122,143,0,1,3.3,météo très défavorable
11/23/10,6,0,12,0,6,3,0.1,98,4,1011,81.375,6,5,-1,143,119,248,0,1,5.1,météo très défavorable
11/24/10,7,0,11,1,7,2,0.1,98,3.75,1012,79.375,7,3,-1,248,116,248,0,1,6.9,météo très défavorable
11/25/10,3,0,13,1,3,0,1.3,97,5.125,1008,67.75,4,3,-5,248,119,116,0.2,1,6.9,météo très défavorable
11/26/10,3,0,14,0,3,-1,0.2,96,7.375,1008,43.625,3,0,-5,116,116,143,0.1,2,8.7,météo très défavorable
11/27/10,2,0,10,-3,2,-1,0,89,6.75,1006,41.625,2,0,-4,260,116,116,0,1,5.8,météo très défavorable
11/28/10,1,0,11,-3,1,-1,0.1,97,5.125,1004,72.375,2,0,-5,260,119,143,0.1,1,4,météo très défavorable
11/29/10,0,0,9,-2,0,-5,0.2,93,7.75,1012,60.375,0,0,-5,122,116,113,0.2,1,5.8,météo très défavorable
11/30/10,-1,0,17,-7,-1,-3,0,95,8,1012,41.75,0,0,-10,143,116,119,0,2,5.8,météo très défavorable
12/1/10,-3,0,20,-4,-3,-5,0.1,92,10,1005,86.625,0,0,-10,119,122,122,0.1,1,2.1,météo très défavorable
12/2/10,-2,0,17,-4,-2,-2,0.1,97,7.75,1006,93.5,0,0,-9,122,122,143,0,1,2.1,météo très défavorable
12/3/10,-2,0,13,-4,-2,-3,0,98,5.25,1016,64.875,0,0,-8,119,116,260,0,1,3.9,météo très défavorable
12/4/10,1,0,31,-4,-1,1,0.5,99,9,1017,85,1,1,-11,119,122,122,0,2,2.1,météo très défavorable
12/5/10,2,0,19,0,2,0,0,100,6.25,1011,100,2,2,-5,122,248,248,0,1,2.1,météo très défavorable
12/6/10,1,0,15,-1,1,0,0.4,99,8.125,1003,94,1,1,-5,122,119,122,0.1,1,2.1,météo très défavorable
12/7/10,0,0,14,-2,0,-1,0.4,99,3.875,1002,87.25,0,0,-6,260,248,122,0,1,2.1,météo très défavorable
12/8/10,0,0,23,0,-1,0,2,98,7.875,1018,88.5,0,0,-7,122,122,119,1.5,1,2.1,météo très défavorable
12/9/10,1,0,14,-2,1,-1,0,97,4.5,1033,31.625,2,1,-5,116,248,113,0,1,3.9,météo très défavorable
12/10/10,2,0,14,-1,2,2,0,100,7.75,1034,67.25,2,2,-3,116,248,122,0,2,2.1,météo très défavorable
12/11/10,4,0,14,3,4,3,0.3,100,5,1031,95.375,5,5,-1,119,248,248,0,1,2,météo très défavorable
12/12/10,5,0,15,3,5,2,0,100,4,1022,73.5,5,5,-3,119,248,116,0,1,3.9,météo très défavorable
12/13/10,0,0,13,-4,-1,-6,0,95,10,1026,20.75,2,1,-9,116,113,113,0,2,5.8,météo très défavorable
12/14/10,0,0,21,0,0,-4,0,90,10,1034,31.75,1,0,-8,119,113,113,0,2,5.8,météo très défavorable
12/15/10,2,0,18,-5,2,0,0.1,98,10,1036,32.875,2,0,-7,113,116,119,0,2,5.8,météo très défavorable
12/16/10,3,0,38,0,2,3,0.2,100,7.5,1027,98.375,3,3,-4,122,122,122,0,1,2,météo très défavorable
12/17/10,1,0,24,-1,0,-1,0.2,97,7,1001,59,1,1,-8,119,113,119,0.1,1,3.9,météo très défavorable
12/18/10,0,0,20,-3,0,0,0.2,98,6.25,998,93.875,0,0,-8,260,122,122,0,1,2,météo très défavorable
12/19/10,2,0,39,-1,1,2,0.2,100,7.375,997,83.75,2,2,-6,260,200,122,0,1,2,météo très défavorable
12/20/10,1,0,16,-2,0,-1,0.3,100,2.75,1004,88.125,1,1,-6,260,260,260,0.3,1,3.9,météo très défavorable
12/21/10,2,0,10,1,2,1,0.2,100,0,1003,100,2,2,-3,248,248,248,0,1,2,météo très défavorable
12/22/10,0,0,24,0,0,0,0.2,99,6.375,1003,91,1,0,-6,119,122,122,0,1,2,météo très défavorable
12/23/10,0,0,27,-1,-1,-1,0.4,98,8.875,1003,100,0,0,-7,122,122,122,0.2,1,2,météo très défavorable
12/24/10,0,0,27,-2,0,-2,0.1,97,10,1017,89.375,0,0,-10,122,122,119,0.1,1,2,météo très défavorable
12/25/10,-1,0,19,-4,-1,-5,0,98,7.5,1029,42,0,0,-11,116,113,260,0,2,5.8,météo très défavorable
12/26/10,0,0,9,-6,0,-4,0,99,3.25,1030,59.25,0,0,-6,143,143,119,0,1,2,météo très défavorable
12/27/10,-1,0,18,-5,-1,-5,0,97,6.5,1027,48.875,0,0,-10,260,113,143,0,1,6.9,météo très défavorable
12/28/10,2,0,14,-1,1,1,0.6,100,3,1019,85.375,2,2,-4,116,248,248,0,1,3.2,météo très défavorable
12/29/10,4,0,12,2,4,2,0.1,100,0,1022,100,4,4,-1,248,248,248,0,1,3.2,météo très défavorable
12/30/10,3,0,16,0,3,1,0,97,7.5,1023,81.5,4,2,-5,122,116,248,0,1,5,météo très défavorable
12/31/10,1,0,13,-1,1,-3,0,96,6.75,1026,36.375,2,0,-6,143,113,143,0,1,8.6,météo très défavorable
1/1/11,2,0,7,-3,2,0,0,97,6.75,1026,51.5,2,1,-2,113,116,143,0,1,8.6,météo très défavorable
1/2/11,3,0,13,1,3,-2,0,97,6.75,1028,48.25,4,1,-4,119,113,143,0,1,8.6,météo très défavorable
1/3/11,2,0,6,-1,2,-2,0,92,9,1028,80.625,3,0,-3,122,122,119,0,1,5.1,météo très défavorable
1/4/11,1,0,14,-3,1,-1,0,89,10,1023,60.5,1,0,-7,119,122,119,0,2,3.2,météo très défavorable
1/5/11,3,0,23,-4,2,1,0,99,10,1015,53.625,3,3,-8,113,116,122,0,1,6.9,météo très défavorable
1/6/11,10,0,33,6,8,10,0.3,99,9,1002,96.25,10,10,0,122,122,122,0,1,3.2,météo très défavorable
1/7/11,10,0,21,8,10,9,0.3,99,10,1005,87,11,10,6,122,122,116,0,2,5.1,météo très défavorable
1/8/11,11,0,36,9,11,9,0.5,99,9,1006,71.25,11,9,5,116,119,122,0,2,5.1,météo très défavorable
1/9/11,7,0,11,4,7,3,1.1,97,6.25,1021,51.625,8,7,0,143,113,143,0,2,8.7,météo très défavorable
1/10/11,6,0,19,0,6,2,0,97,6.5,1022,35.75,6,3,-5,260,116,113,0,1,8.7,météo très défavorable
1/11/11,8,0,22,3,8,6,1.1,98,9.875,1017,79.625,9,8,0,122,122,122,0,2,3.3,météo très défavorable
1/12/11,10,0,25,4,8,10,0.5,98,8.75,1021,89.25,10,10,1,119,122,122,0,1,3.3,météo très défavorable
1/13/11,13,0,26,11,13,11,0.3,98,9,1017,89.875,13,12,8,122,122,119,0,3,3.3,météo très défavorable
1/14/11,12,0,26,9,12,10,0,98,8.75,1019,81.25,12,10,5,248,119,122,0,3,3.3,météo très défavorable
1/15/11,10,0,23,7,10,7,0,98,10,1025,58.5,10,7,3,119,116,116,0,3,8.7,météo très défavorable
1/16/11,10,0,15,5,10,6,0,96,6.75,1026,30.25,11,8,2,248,113,143,0,3,8.7,météo très défavorable
1/17/11,9,0,18,4,7,8,0.1,98,6.25,1025,87.375,9,8,2,119,122,248,0,2,3.3,météo très défavorable
1/18/11,9,0,20,8,9,5,0.4,98,10,1031,69.875,9,7,-1,119,122,116,0,2,5.1,météo très défavorable
1/19/11,5,0,12,1,4,1,0,97,4,1034,77.25,5,2,-1,248,119,143,0,1,6.9,météo très défavorable
1/20/11,5,0,19,1,5,1,0,98,7.75,1033,59.375,5,3,-5,248,116,113,0,1,6.9,météo très défavorable
1/21/11,2,0,18,-2,2,-2,0,97,7.5,1036,40.25,3,0,-7,260,113,113,0,1,8.7,météo très défavorable
1/22/11,4,0,22,1,4,3,0,98,8.75,1036,86.25,5,3,-3,119,122,122,0,1,3.4,météo très défavorable
1/23/11,6,0,17,2,5,4,0.1,99,10,1030,84.125,6,4,-2,122,119,119,0,1,3.4,météo très défavorable
1/24/11,6,0,16,4,6,4,0,98,5,1029,93,6,4,-1,248,122,248,0,1,3.4,météo très défavorable
1/25/11,6,0,19,0,6,5,0.5,99,4.5,1026,86,6,5,-2,248,122,122,0,1,3.4,météo très défavorable
1/26/11,4,0,18,3,3,3,0.6,100,4,1012,100,5,4,-2,122,248,248,0,1,3.4,météo très défavorable
1/27/11,4,0,23,2,4,1,0,97,8.75,1018,66.75,4,2,-6,122,116,116,0,1,8.7,météo très défavorable
1/28/11,1,0,24,-2,1,0,0,87,10,1019,49.625,1,0,-7,113,122,119,0,2,3.4,météo très défavorable
1/29/11,2,0,17,-3,2,-3,0,93,10,1018,19.625,2,0,-9,116,113,113,0,2,8.7,météo très défavorable
1/30/11,1,0,15,-5,1,-3,0,77,9,1021,7.375,3,0,-8,113,113,113,0,1,8.7,météo très défavorable
1/31/11,0,0,12,-6,-1,-6,0,65,10,1027,9.875,3,0,-7,113,113,116,0,2,8.7,météo très défavorable
2/1/11,1,0,14,-8,-1,-3,0,78,10,1030,18.625,4,0,-7,113,113,116,0,2,8.7,météo très défavorable
2/2/11,4,0,17,0,3,0,0.1,98,9,1032,51.875,5,1,-6,143,113,113,0,1,8.7,météo très défavorable
2/3/11,8,0,15,3,8,4,0.3,99,5.5,1030,60.75,9,7,-1,248,116,143,0,1,8.7,météo très défavorable
2/4/11,10,0,27,3,10,8,0,98,8.75,1028,86,10,8,0,119,122,122,0,1,3.5,météo très défavorable
2/5/11,10,0,27,7,10,9,0,94,10,1029,80.625,11,9,4,122,122,122,0,3,3.5,météo très défavorable
2/6/11,9,0,19,8,9,6,0.1,97,10,1030,72.5,9,7,1,122,122,119,0,3,3.5,météo très défavorable
2/7/11,11,0,22,2,11,6,0,97,8.75,1027,31.375,11,6,-1,113,113,113,0,1,8.7,météo très défavorable
2/8/11,10,0,9,6,10,7,0.1,95,5.25,1024,76.125,11,7,6,248,113,143,0,2,7,météo très défavorable
2/9/11,9,0,15,4,8,5,0,93,6.75,1023,47.875,10,6,1,248,113,116,0,2,8.7,météo très défavorable
2/10/11,10,0,18,3,10,9,1.2,98,6.25,1021,66.25,10,9,3,248,119,119,0,1,3.7,météo très défavorable
2/11/11,15,0,15,9,15,10,0.2,94,9,1016,31.125,15,10,6,143,113,113,0,3,8.7,météo très défavorable
2/12/11,11,0,21,6,11,7,0.1,95,9,1016,56.375,11,7,3,122,122,116,0,3,5.4,météo très défavorable
2/13/11,9,0,20,2,8,6,0,88,9,1015,54.125,9,4,0,119,116,119,0,1,5.4,météo très défavorable
2/14/11,9,0,15,5,9,5,0.3,94,7.75,1007,64.25,9,6,0,248,116,113,0,2,8.7,météo très défavorable
2/15/11,7,0,22,2,6,5,0,98,8.75,1002,69.125,7,5,-1,248,122,116,0,2,6.7,météo très défavorable
2/16/11,9,0,15,1,8,6,0,97,7.5,998,47.375,10,6,2,248,113,113,0,2,10.6,météo très défavorable
2/17/11,8,0,15,2,6,3,0,92,10,1008,33.125,8,4,1,116,116,116,0,2,10.6,météo très défavorable
2/18/11,8,0,11,0,7,2,0,89,8,1015,9.5,9,3,-2,143,113,113,0,1,10.6,météo très défavorable
2/19/11,5,0,17,0,4,4,0,98,7.5,1015,73.5,5,5,-2,116,122,248,0,2,5.3,météo très défavorable
2/20/11,7,0,16,4,7,5,0.2,96,5.5,1015,83.25,7,5,3,248,119,143,0,2,5.3,météo très défavorable
2/21/11,9,0,17,1,8,6,0.3,96,5.75,1015,84.75,10,5,1,248,119,122,0,1,6.9,météo très défavorable
2/22/11,7,0,10,1,6,2,0.1,88,9,1021,55.875,8,3,0,143,116,113,0,1,10,météo très défavorable
2/23/11,4,0,19,-1,4,4,1.3,99,9.875,1023,67.75,4,4,-1,116,122,122,0,2,6.9,météo très défavorable
2/24/11,12,0,14,7,12,9,0.2,98,4.25,1028,90,13,9,5,122,122,143,0,1,7,météo très défavorable
2/25/11,12,0,11,4,11,8,0,93,6.25,1029,83.25,13,8,6,248,116,122,0,2,7,météo très défavorable
2/26/11,10,0,20,6,10,6,0,98,6.5,1024,77.375,10,8,2,248,119,143,0,2,8.5,météo très défavorable
2/27/11,8,0,21,2,7,4,0.3,82,9.25,1018,62.25,8,2,0,119,119,119,0,2,8.5,météo très défavorable
2/28/11,6,0,15,1,6,3,0,96,7.5,1029,81.625,6,3,-1,116,119,122,0,1,5.5,météo très défavorable
3/1/11,8,0,29,0,7,4,0,97,8.75,1032,44.375,8,3,-3,116,113,113,0,1,11,météo très défavorable
3/2/11,9,0,30,0,8,4,0,82,10,1031,36.375,9,2,-2,116,113,116,0,1,11,météo très défavorable
3/3/11,10,0,23,3,9,6,0.3,84,9.125,1013,60.125,10,3,2,119,119,116,0,2,10.1,météo très défavorable
3/4/11,8,0,19,3,7,5,0.3,87,8.5,1010,63.25,8,3,1,119,119,116,0,2,8.6,météo très défavorable
3/5/11,9,0,17,1,8,5,0.5,84,9,1014,65,9,3,1,116,116,116,0,1,10.1,météo très défavorable
3/6/11,9,0,14,3,8,5,0,85,9.375,1016,61.125,10,3,3,119,119,116,0,2,10.1,météo très défavorable
3/7/11,8,0,20,-2,8,3,0,77,10,1028,0.75,8,0,-2,113,113,113,0,2,11.2,météo très défavorable
3/8/11,14,0,17,-1,13,8,0,95,10,1025,3.625,14,8,3,113,113,113,0,2,11.3,météo très défavorable
3/9/11,11,0,20,4,10,8,0,97,10,1021,58.25,11,7,3,119,122,119,0,3,7.1,météo très défavorable
3/10/11,11,0,21,2,11,9,0.1,89,8.75,1022,58.75,11,6,3,116,116,119,0,1,7.1,météo très défavorable
3/11/11,12,0,13,6,12,6,0,86,9,1020,56.25,13,7,4,143,119,116,0,2,8.6,météo très défavorable
3/12/11,14,0,22,3,14,9,0,90,9,1013,65.75,14,6,4,143,116,122,0,1,8.6,météo très défavorable
3/13/11,12,0,14,7,12,10,0.3,96,8,1007,94.875,13,8,7,122,122,122,0,2,5.7,météo très défavorable
3/14/11,14,0,19,4,14,10,0.1,98,6.25,1014,63.25,14,9,5,248,116,113,0,2,10.1,météo très défavorable
3/15/11,18,0,18,7,17,13,0,90,8.75,1013,39.5,19,11,8,116,116,113,0,2,10.1,météo favorable
3/16/11,16,0,23,7,15,12,0,97,10,1009,31,16,10,7,116,113,116,0,3,11.5,météo très défavorable
3/17/11,9,0,20,6,8,7,0,83,8.75,1021,82.25,9,7,3,122,119,119,0,2,5.8,météo très défavorable
3/18/11,12,0,18,3,12,9,0.4,98,5.75,1023,79.75,12,9,6,248,119,143,0,3,6.2,météo très défavorable
3/19/11,8,0,21,4,7,6,0.1,95,9,1033,67.125,8,7,1,119,119,116,0,2,7.6,météo très défavorable
3/20/11,12,0,9,1,11,6,0,77,7,1034,28.125,12,4,4,143,119,113,0,1,8.9,météo très défavorable
